source,ID,species,loc_sure,lon,lat,altitude,family,subfam,dom,mon_dicot,pft,phototype,collect_area,regio,country,location,continent,C25,C27,C29,C31,C33,C35,ACL,CPI,,notes
Tweedy et al. (2025),KU980,Chrysophyllum albidum,,34.861,0.356,1616,Sapotaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.001928466,0.084091302,0.61028303,0.234432778,0.069128594,0.000135831,29.57029845,49.84198233,,
Tweedy et al. (2025),KU984,Cordia africana,,34.861,0.356,1616,Boraginaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.006236707,0.021400457,0.146843328,0.745576454,0.079943054,0,30.74317738,14.81834472,,
Tweedy et al. (2025),KU985,Croton macrostachyus,,34.861,0.356,1616,Euphorbiaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.034054436,0.132206841,0.249657872,0.503140702,0.078539701,0.002400447,29.93421146,25.68420513,,
Tweedy et al. (2025),KU1132,Dovyalis macrocalyx,,34.8611,0.35607,1616,Salicaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.001322756,0.009172559,0.34279071,0.614124385,0.032409195,0.000180395,30.33533178,12.9570183,,
Tweedy et al. (2025),KU986,Ficus cyathistipula,,34.861,0.356,1616,Moraceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.002633356,0.091089082,0.695973395,0.203158194,0.006881512,0.000264462,29.24271762,36.67524473,,
Tweedy et al. (2025),KU982,Ficus sur,,34.861,0.356,1616,Moraceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.006848395,0.030402152,0.80522989,0.156036312,0.001483251,0,29.22980775,16.05727176,,
Tweedy et al. (2025),KU983,Ficus sycomorus,,34.861,0.356,1616,Moraceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.178042049,0.538088216,0.236162965,0.04770677,0,0,27.30706891,6.77380271,,
Tweedy et al. (2025),KU981,Funtumia africana,,34.861,0.356,1616,Apocynaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.001054636,0.083399777,0.657910823,0.200618985,0.032298385,0.024717394,29.50771778,15.59670709,,
Tweedy et al. (2025),KU1067,Harungana madagascariensis,,34.86934,0.34796,1576,Hypericaceae,,A,D,Tree,C3,KAK.OPEN,Kakamega,Kenya,East,Africa,0.014640247,0.072498669,0.674226815,0.237963174,0.000671095,0,29.2750524,15.99631844,,
Tweedy et al. (2025),KU1068,Harungana madagascariensis,,34.86934,0.34796,1576,Hypericaceae,,A,D,Tree,C3,KAK.OPEN,Kakamega,Kenya,East,Africa,0.018930025,0.038901731,0.694542001,0.246783135,0.000843108,0,29.34341514,12.63034891,,
Tweedy et al. (2025),KU965,Heinsenia diervilleoides,,34.861,0.356,1616,Rubiaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.000719907,0.013751816,0.497255895,0.388236401,0.098252494,0.001783487,30.14980044,33.89516775,,
Tweedy et al. (2025),KU1066,Keetia gueinzii,,34.86934,0.34796,1576,Rubiaceae,,A,D,Tree,C3,KAK.OPEN,Kakamega,Kenya,East,Africa,0.007326692,0.061493425,0.815361643,0.112332069,0.003486171,0,29.0863152,50.09282783,,
Tweedy et al. (2025),KU1012,Kotschya africana,,34.869,0.348,1576,Fabaceae,,A,D,Tree,C3,KAK.OPEN,Kakamega,Kenya,East,Africa,0.007902368,0.132945994,0.197149776,0.499500517,0.162377459,0.000123886,30.35175272,8.986820099,,
Tweedy et al. (2025),KU966,Markhamia lutea,,34.861,0.356,1616,Bignoniaceae ,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.010400334,0.014705796,0.192157759,0.479149718,0.280806289,0.022780103,31.14719228,15.65149182,,
Tweedy et al. (2025),KU977,Morus luctea,,34.861,0.356,,Moraceae,,A,D,Tree,C3,,Kakamega,Kenya,East,Africa,0.002077669,0.004347795,0.060778126,0.519391389,0.412203776,0.001201245,31.67779909,16.19508503,,
Tweedy et al. (2025),KU1001,Pittosporum viridiflorum,,34.861,0.356,1616,Pittosporaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.003920142,0.012863652,0.937286346,0.04592986,0,0,29.05045185,95.21039599,,
Tweedy et al. (2025),KU1002,Polyscias fulva,,34.861,0.356,1616,Araliaceae,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.00244686,0.02467211,0.526523295,0.440544772,0.005812962,0,29.84520973,29.52302832,,
Tweedy et al. (2025),KU1009,Psidium guajava*,,34.869,0.348,1576,Myrtaceae,,A,D,Tree,C3,KAK.OPEN,Kakamega,Kenya,East,Africa,0.501722765,0.2936414,0.131816212,0.072819623,0,0,26.55146539,5.15475108,,
Tweedy et al. (2025),KU969,Rawsonia lucida,,34.861,0.356,1616,Achariaceae ,,A,D,Tree,C3,KAK.FOREST,Kakamega,Kenya,East,Africa,0.00136612,0.027390188,0.744966708,0.188020377,0.035062302,0.003194305,29.47521094,42.10666108,,
Tweedy et al. (2025),KU973, Nuxia congesta,,37.154,-0.174,2485,Stilbaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.007077367,0.052066672,0.251480302,0.441689629,0.242528626,0.005157405,30.75199538,12.11783429,,
Tweedy et al. (2025),KU991,Agelanthus pennatulus,,37.154,-0.174,2485,Loranthaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.009075949,0.110414768,0.698909931,0.178042596,0.003310287,0.000246468,29.11367182,40.17501745,,
Tweedy et al. (2025),KU997,Cassipurea malosana,,37.154,-0.174,2485,Rhizopharaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.017950155,0.393111681,0.541946599,0.046572646,0.00041892,0,28.23679699,9.333883872,,
Tweedy et al. (2025),KU1022,Cornus volkensii,,37.154,-0.174,2485,Cornaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.065221889,0.237260912,0.605577549,0.091939649,0,0,28.44846992,11.22765893,,
Tweedy et al. (2025),KU1078,Dombeya torrida,,37.15358,-0.17368,2485,Malvaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.108647137,0.164356826,0.234924295,0.4366871,0.053544208,0.001840433,29.33529143,13.19767331,,
Tweedy et al. (2025),KU1139,Galiniera saxifraga?,,37.15358,-0.17368,2485,Rubiaceae,,A,D,Tree,C3,MTK.MONT.001,Mount Kenya,Kenya,East,Africa,0.026096599,0.206636982,0.713565098,0.052672128,0.001029192,0,28.59180067,9.655362669,,
Tweedy et al. (2025),KU1094,Hagenia abyssinica,,,,,Rosaceae,,A,D,Tree,C3,,Mount Kenya,Kenya,East,Africa,0.03878962,0.059552704,0.48753398,0.409796643,0.004327053,0,29.56263761,37.60877202,,
Tweedy et al. (2025),KU1174,Hagenia abyssinica,,37.22313,-0.1684,3225,Rosaceae,,A,D,Tree,C3,MTK.HAG,Mount Kenya,Kenya,East,Africa,0.080920877,0.102089893,0.402971672,0.407235213,0.006782345,0,29.31373651,25.28549718,,
Tweedy et al. (2025),KU1089,Hypericum revolutum,,37.22752,-0.16747,3384,Hypericaceae,,A,D,Tree,C3,MTK.ERI,Mount Kenya,Kenya,East,Africa,0.639108455,0.143773759,0.034688136,0.149506914,0.032922736,0,26.58672344,7.252841151,,
Tweedy et al. (2025),KU1182,Lepidotrichilia volkensii,,37.2356,-0.16725,3608,Meliaceae,,A,D,Tree,C3,MTK.MOOR.001,Mount Kenya,Kenya,East,Africa,0.007896636,0.07048393,0.441511161,0.25769109,0.141382523,0.08103466,30.39456583,8.422417938,,
Tweedy et al. (2025),KU1074,Lepidotrichilia volkensii,,37.15358,-0.17368,2485,Meliaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.027529216,0.097961385,0.407690907,0.265500993,0.134683984,0.066633515,30.16349938,6.46989067,,
Tweedy et al. (2025),KU1092,Lobelia bambuseti,,,,,Lobeliaceae,,A,D,Tree,C3,,Mount Kenya,Kenya,East,Africa,0.022304385,0.194695931,0.467925453,0.306476229,0.008598001,0,29.16873506,12.20332814,,
Tweedy et al. (2025),KU1102,Myrsine melanophloeos,,37.22752,-0.16747,3384,Primulaceae,,A,D,Tree,C3,MTK.ERI,Mount Kenya,Kenya,East,Africa,0.275669914,0.469198673,0.211055441,0.043509069,0.000566902,0,27.04820875,19.86376775,,
Tweedy et al. (2025),KU990,Olea capensis,,37.154,-0.174,2485,Olaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.006103954,0.08817435,0.249670542,0.319923462,0.248190549,0.087937142,30.95946745,9.469053477,,
Tweedy et al. (2025),KU1082,Polyscias kikuyuensis,,37.15358,-0.17368,2485,Araliaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.176099845,0.290040829,0.522923654,0.008351589,0.001855031,0.000729053,27.74401658,5.965872209,,
Tweedy et al. (2025),KU1138,Prunus africana,,37.15358,-0.17368,2485,Rosaceae,,A,D,Tree,C3,MTK.MONT.001,Mount Kenya,Kenya,East,Africa,0.004697806,0.013019985,0.583002526,0.398780098,0.000499585,0,29.75472734,16.64378547,,
Tweedy et al. (2025),KU989,Prunus africana,,37.154,-0.174,2485,Rosaceae,,A,D,Tree,C3,MTK.MONT,Mount Kenya,Kenya,East,Africa,0.003319208,0.016523389,0.620003199,0.359291847,0.000862357,0,29.67570951,15.40454282,,
Tweedy et al. (2025),KU1169,Rapanea melanophloeos,,37.22313,-0.1684,3225,Primulaceae,,A,D,Tree,C3,MTK.HAG,Mount Kenya,Kenya,East,Africa,0.138364685,0.360477906,0.335935001,0.161966762,0.003191941,6.37042E-05,28.06266896,18.57655659,,
Vogts et al. (2009),,Leucaena leucocephala,N,37.6656,-6.778,,Fabaceae,,A,D,Tree,C3,,Morogoro,Tanzania,East,Africa,0.114,0.18,0.45,0.228,0.028,0,28.752,8.17,,
Vogts et al. (2009),,Morus alba,N,37.6656,-6.778,,Moraceae,,A,D,Tree,C3,,Morogoro,Tanzania,East,Africa,0.016,0.074,0.151,0.543,0.216,0.001,30.773,14.93,,
Vogts et al. (2009),,Sesbania sesban,N,37.6656,-6.778,,Fabaceae,,A,D,Tree,C3,,Morogoro,Tanzania,East,Africa,0.259,0.289,0.267,0.122,0.057,0.005,27.859,6.58,,
Vogts et al. (2009),,Balanites aegyptiaca,N,29.412,9.996,,Zygophyllaceae,,A,D,Tree,C3,,Higlig,Sudan,North,Africa,0.1,0.375,0.318,0.163,0.04,0.005,28.395,3.38,,
Vogts et al. (2009),,Vachellia mellifera,,NaN,NaN,,Fabaceae,,A,D,Tree,C3,,-,Sudan,North,Africa,0.06,0.344,0.219,0.291,0.087,0,29.031,6.15,,
Vogts et al. (2009),,Vachellia senegal,N,25.467,13.366,,Fabaceae,,A,D,Tree,C3,,Hashab,Sudan,North,Africa,0.038,0.142,0.469,0.28,0.067,0.003,29.381,5.18,,
Vogts et al. (2009),,Ziziphus spina-christi,,NaN,NaN,,Rhamnaceae,,A,D,Tree,C3,,-,Sudan,North,Africa,0.11,0.218,0.214,0.226,0.194,0.038,29.58,4.29,,
Vogts et al. (2009),,Adansonia digitata,Y,13.767,-18.483,,Malvaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.012,0.115,0.21,0.444,0.209,0.011,30.541,7.65,,
Vogts et al. (2009),,Albizia anthelmintica,Y,16.48,-20.42,,Fabaceae,,A,D,Tree,C3,,Omatjenni,Namibia,South,Africa,0.029,0.079,0.846,0.046,0,0,28.818,10.01,,
Vogts et al. (2009),,Boscia albitrunca,Y,16.48,-20.42,,Capparaceae,,A,D,Tree,C3,,Omatjenni,Namibia,South,Africa,0.125,0.709,0.165,0,0,0,27.053,17.32,,
Vogts et al. (2009),,Boscia foetida,Y,16.48,-20.42,,Capparaceae,,A,D,Tree,C3,,Omatjenni,Namibia,South,Africa,0.006,0.087,0.491,0.362,0.048,0.007,29.789,7.02,,
Vogts et al. (2009),,Burkea africana,Y,13.767,-18.483,,Fabaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.002,0.022,0.042,0.445,0.431,0.058,31.91,16.19,,
Vogts et al. (2009),,Colophospermum mopane,Y,13.767,-18.483,,Fabaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.055,0.095,0.079,0.403,0.344,0.024,30.916,5.66,,
Vogts et al. (2009),,Colophospermum mopane,Y,16.93,-18.75,,Fabaceae,,A,D,Tree,C3,,Namatomi,Namibia,South,Africa,0.037,0.065,0.062,0.462,0.369,0.004,31.117,6.59,,
Vogts et al. (2009),,Combretum apiculatum,Y,13.767,-18.483,,Combretaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.03,0.095,0.13,0.537,0.205,0.003,30.602,12.17,,
Vogts et al. (2009),,Combretum imberbe,Y,16.93,-18.75,,Combretaceae,,A,D,Tree,C3,,Namatomi,Namibia,South,Africa,0.135,0.262,0.444,0.133,0.023,0.004,28.347,4.87,,
Vogts et al. (2009),,Commiphora glaucescens,Y,13.767,-18.483,,Burseraceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.031,0.093,0.143,0.512,0.198,0.024,30.679,11.54,,
Vogts et al. (2009),,Commiphora merkeri,Y,13.767,-18.483,,Burseraceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.063,0.122,0.251,0.429,0.124,0.011,29.924,6.1,,
Vogts et al. (2009),,Euclea pseudebenus,Y,14.95,-22.7,,Ebenaceae,,A,D,Tree,C3,,Welwitschia Plain,Namibia,South,Africa,0.002,0.005,0.021,0.551,0.418,0.002,31.739,8.97,,
Vogts et al. (2009),,Faidherbia albida,Y,14.95,-22.7,,Fabaceae,,A,D,Tree,C3,,Welwitschia Plain,Namibia,South,Africa,0.107,0.56,0.24,0.067,0.027,0,27.723,6.45,,
Vogts et al. (2009),,Sclerocarya birrea subsp. Caffra,Y,13.767,-18.483,,Anacardiaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.011,0.182,0.405,0.316,0.079,0.007,29.582,20.41,,
Vogts et al. (2009),,Tamarix usneoides,Y,14.95,-22.7,,Tamaricaceae,,A,D,Tree,C3,,Welwitschia Plain,Namibia,South,Africa,0.016,0.069,0.241,0.643,0.032,0,30.241,17.57,,
Vogts et al. (2009),,Terminalia prunioides,Y,13.767,-18.483,,Combretaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.026,0.134,0.555,0.262,0.021,0.002,29.248,14.52,,
Vogts et al. (2009),,Vachellia erioloba,Y,14.95,-22.7,,Fabaceae,,A,D,Tree,C3,,Welwitschia Plain,Namibia,South,Africa,0.075,0.352,0.426,0.109,0.039,0,28.399,3.76,,
Vogts et al. (2009),,Vachellia karroo,Y,16.48,-20.42,,Fabaceae,,A,D,Tree,C3,,Omatjenni,Namibia,South,Africa,0.3,0.157,0.417,0.118,0.006,0.001,27.723,14.73,,
Vogts et al. (2009),,Vachellia kirkii,Y,13.767,-18.483,,Fabaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.016,0.045,0.157,0.583,0.198,0,30.775,10.93,,
Vogts et al. (2009),,Vachellia luederitzii,Y,16.48,-20.42,,Fabaceae,,A,D,Tree,C3,,Omatjenni,Namibia,South,Africa,0.056,0.121,0.587,0.212,0.025,0,29.087,9.28,,
Vogts et al. (2009),,Ziziphus mucronata,Y,13.767,-18.483,,Rhamnaceae,,A,D,Tree,C3,,Baobab Corner,Namibia,South,Africa,0.058,0.417,0.21,0.205,0.07,0.041,28.899,11.95,,
Vogts et al. (2009),,Oncoba spinosa,N,-3.43,10.84,,Salicaceae,,A,D,Tree,C3,,Bougouriba,Burkina Faso,West,Africa,0,0,0.28,0.641,0.079,0,30.598,16.12,,
Vogts et al. (2009),,Berlinia confuse,Y,13,-0.67,,Fabaceae,,A,D,Tree,C3,,Ogooué-Lolo,Gabon,Central,Africa,0.004,0.051,0.85,0.09,0.005,0.001,29.117,16.93,,
Vogts et al. (2009),,Cynometra mannii,Y,10.37,-2.9533,,Fabaceae,,A,D,Tree,C3,,Ogooué-Maritime,Gabon,Central,Africa,0.032,0.033,0.857,0.073,0.005,0,28.972,21.89,,
Vogts et al. (2009),,Ficus ottoniifolia,Y,13.47,0.85,,Moraceae,,A,D,Tree,C3,,Ogooué-Ivindo,Gabon,Central,Africa,0.019,0.05,0.558,0.343,0.029,0,29.597,14.66,,
Vogts et al. (2009),,Psychotria djumaensis,Y,13.97,1.012,,Rubiaceae,,A,D,Tree,C3,,Zadié River,Gabon,Central,Africa,0.006,0.038,0.829,0.123,0.004,0,29.162,26.8,,
Vogts et al. (2009),,Treculia africana,Y,12.083,-0.8,,Moraceae,,A,D,Tree,C3,,Ogooué River,Gabon,Central,Africa,0.022,0.06,0.559,0.322,0.036,0,29.551,8.87,,
Vogts et al. (2009),,Uapaca guineensis,Y,10.7,-1.62,,Phyllanthaceae,,A,D,Tree,C3,,Ngounié,Gabon,Central,Africa,0.012,0.009,0.295,0.549,0.127,0.008,30.588,8.74,,
